,YearsCode,ConvertedCompYearly
1878,15,830196.0
1879,26,
1880,26,165000.0
1881,17,
1882,22,64630.0
1883,25,
1884,30,81433.0
1885,28,43404.0
1886,5,
1887,10,165000.0
1888,10,17868.0
1889,3,
1890,20,62697.0
1892,37,180000.0
1893,4,
1894,14,36450.0
1895,4,12000.0
1896,15,
1897,20,
1898,9,58373.0
1899,6,31908.0
1900,6,
1901,8,65000.0
1902,8,54049.0
1903,9,75669.0
1904,6,
1905,5,10020.0
1906,2,
1907,14,23856.0
1908,26,77831.0
1909,12,150000.0
1910,20,125000.0
1911,6,36753.0
1912,7,
1913,1,
1914,15,75240.0
1915,5,
1916,8,13092.0
1917,6,170000.0
1918,9,112068.0
1919,16,38532.0
1920,12,
1921,7,
1924,30,1.0
1925,8,
1926,2,
1927,10,39347.0
1928,30,
1929,4,
1930,35,91883.0
1931,22,7500000.0
1932,15,41880.0
1933,11,16754.0
1934,2,
1935,7,27072.0
1937,6,35000.0
1938,6,11544.0
1939,5,47076.0
1940,2,
1941,15,
1942,10,
1943,37,
1944,9,35280.0
1945,1,
1946,10,609672.0
1947,6,
1948,35,
1949,10,101649.0
1950,20,95126.0
1951,7,
1952,20,
1953,14,
1954,32,64859.0
1955,4,
1956,25,81074.0
1957,25,41520.0
1959,1,
1960,3,
1961,9,48644.0
1963,20,
1964,10,
1965,7,19728.0
1966,17,90000.0
1967,17,129718.0
1969,6,
1970,10,56832.0
1971,18,94045.0
1972,20,92964.0
1973,14,45401.0
1974,30,
1975,6,91350.0
1977,15,14676.0
1978,15,5950000.0
1979,35,930672.0
1980,15,270000.0
1981,14,
1982,7,25656.0
1983,18,
1984,4,10052.0
1985,15,52116.0
1986,7,
1987,10,
1988,21,
1989,5,
1990,6,
1991,11,27923.0
1992,6,56211.0
1993,15,184092.0
1995,3,
1996,13,39900.0
1997,11,42000.0
1998,11,
1999,16,76750.0
2000,8,39553.0
2001,20,
2002,6,
2003,3,
2004,17,
2005,9,130000.0
2007,9,
2008,15,38778.0
2009,6,8556.0
2010,30,54049.0
2011,38,46024.0
2012,13,80000.0
2013,17,
2014,6,89000.0
2015,21,95000.0
2016,4,
2017,30,177000.0
2018,8,
2019,4,54049.0
2020,5,18156.0
2021,46,
2022,12,54049.0
2023,48,100728.0
2024,4,
2025,34,60505.0
2026,4,739392.0
2027,15,
2028,9,
2029,25,
2031,5,6981.0
2032,30,100000.0
2033,3,
2034,14,60505.0
2036,3,55000.0
2037,22,86478.0
2038,15,
2039,4,
2040,9,68102.0
2041,10,
2043,9,41508.0
2044,8,93540.0
2045,14,52380.0
2046,4,5868.0
2047,13,156000.0
2048,4,
2049,15,4750.0
2050,10,
2051,13,
2052,27,72636.0
2053,40,
2054,7,
2055,7,
2056,6,
2057,10,
2058,3,
2060,38,
2061,1,
2062,5,
2063,18,77556.0
2064,15,59454.0
2065,3,51429.0
2066,4,90000.0
2067,8,43239.0
2068,35,
2069,6,
2071,16,135000.0
2072,11,5388.0
2073,2,
2074,1,
2075,7,
2076,16,52942.0
2077,3,36000.0
2078,10,
2079,5,492924.0
2080,25,
2081,9,116333.0
2083,25,130000.0
2084,35,194620.0
2085,28,142185.0
2086,5,7788.0
2087,25,51900.0
2088,7,10020.0
2089,2,
2091,25,
2092,20,45401.0
2093,7,
2094,9,97504.0
2095,8,
2096,6,
2097,12,63778.0
2098,4,
2099,7,
2100,12,43200.0
2101,10,142185.0
2102,8,
2103,10,64630.0
2104,13,
2105,12,576000.0
2106,30,152473.0
2107,19,49725.0
2109,45,
2110,20,
2111,2,
2112,6,
2113,6,6283.0
2114,30,60141.0
2115,4,
2116,18,54049.0
2117,6,16488.0
2118,4,
2119,10,25824.0
2120,25,70264.0
2121,10,7776.0
2122,35,43239.0
2123,13,58236.0
2124,8,49308.0
2125,5,
2126,12,
2127,8,101568.0
2128,35,162147.0
2130,6,
2131,24,
2132,10,69285.0
2133,10,25944.0
2134,38,129000.0
2135,9,75000.0
2136,6,7500.0
2137,39,115000.0
2138,12,28576.0
2139,34,57072.0
2140,8,
2141,1,
2142,15,
2143,7,
2144,1,38778.0
2145,20,161574.0
2146,25,3242950.0
2148,5,
2149,35,54050.0
2150,16,5988.0
2151,9,43948.0
2152,14,105000.0
2153,31,130000.0
2154,6,39564.0
2155,10,21516.0
2156,6,66000.0
2157,4,6696.0
2158,10,54000.0
2159,17,74497.0
2160,30,
2161,5,
2162,9,60752.0
2163,37,
2165,20,27923.0
2166,11,61616.0
2167,9,
2168,27,86478.0
2169,5,3490.0
2170,3,
2171,14,76831.0
2172,6,13224.0
2173,7,
2174,5,43239.0
2175,15,122580.0
2176,21,972888.0
2177,35,
2178,13,58236.0
2179,10,
2180,23,
2181,7,12564.0
2182,6,23304.0
2183,15,64287.0
2184,15,127967.0
2185,10,69800.0
2186,8,120000.0
2187,27,69581.0
2188,13,135000.0
2189,17,140000.0
2190,32,125382.0
2191,7,67452.0
2192,5,41508.0
2193,1,
2194,35,162147.0
2196,9,
2197,24,165000.0
2198,11,25944.0
2199,20,77900.0
2200,30,
2201,10,16754.0
2202,10,
2203,5,77556.0
2204,16,130000.0
2205,8,8040.0
2206,26,70000.0
2207,6,65000.0
2208,8,27336.0
2209,19,
2210,11,5868.0
2211,3,
2212,14,28105.0
2213,28,
2214,3,
2215,3,
2217,4,
2218,11,
2219,7,19452.0
2220,24,121010.0
2221,23,
2222,15,41232.0
2223,23,64859.0
2224,8,77831.0
2225,27,77832.0
2226,27,244000.0
2227,3,
2228,8,60000.0
2229,5,48.0
2230,13,
2231,10,
2232,16,49119.0
2233,6,11169.0
2234,10,
2235,8,
2236,7,73000.0
2237,27,30144.0
2238,20,58167.0
2239,12,45379.0
2240,15,
2241,3,
2242,35,
2243,2,
2244,15,108098.0
2245,16,86000.0
2246,20,93067.0
2247,25,165000.0
2248,24,53000.0
2250,9,
2251,7,24540.0
2252,15,15053.0
2253,20,1011792.0
2254,5,
2255,15,83770.0
2256,7,27492.0
2257,9,465336.0
2258,9,10792.0
2259,9,
2260,26,60300.0
2261,25,108100.0
2262,5,27492.0
2263,3,
2264,7,
2265,5,
2266,26,
2267,10,
2268,25,
2269,10,100000.0
2270,5,8460.0
2271,14,109781.0
2272,3,25944.0
2273,13,30792.0
2274,7,
2275,7,
2276,17,
2277,2,
2278,37,165000.0
2279,20,
2280,9,
2281,8,19452.0
2282,21,
2283,10,
2284,15,140000.0
2285,6,
2286,5,
2288,9,
2289,4,
2290,36,96566.0
2292,7,13973.0
2293,3,
2294,7,
2295,12,38129.0
2296,2,60000.0
2297,35,64860.0
2298,15,
2299,7,75000.0
2300,5,6696.0
2301,3,
2302,20,83194.0
2303,30,252056.0
2304,6,2328.0
2305,35,77544.0
2306,1,
2307,28,110000.0
2308,4,
2309,10,
2310,4,
2311,3,
2312,18,180000.0
2313,9,12566.0
2314,7,9888.0
2316,12,
2317,20,
2318,8,
2319,11,56723.0
2320,13,24000.0
2321,26,116301.0
2322,20,129250.0
2323,16,64859.0
2324,37,
2325,21,
2326,17,
2327,5,7788.0
2328,4,6450.0
2329,4,56400.0
2330,25,62994.0
2331,9,51887.0
2332,45,
2333,23,
2334,7,
2335,8,50000.0
2336,5,
2337,5,145000.0
2338,44,64859.0
2339,34,55224.0
2340,7,
2341,16,26340.0
2342,7,141000.0
2343,22,
2344,4,12144.0
2345,4,23088.0
2346,15,40000.0
2347,5,
2349,38,
2351,9,
2352,14,168636.0
2353,5,
2354,3,
2355,7,
2356,11,102974.0
2357,3,
2358,10,
2359,10,70044.0
2360,17,73511.0
2361,17,29832.0
2362,3,
2363,6,48644.0
2364,20,44021.0
2365,6,37834.0
2366,8,48644.0
2367,7,
2368,6,
2369,7,16980.0
2370,6,
2371,35,54049.0
2372,10,8656.0
2373,2,
2374,35,175000.0
2375,37,171000.0
2376,1,
2377,7,840.0
2378,10,
2379,6,64000.0
2380,10,12000.0
2381,4,
2382,20,104700.0
2383,8,
2384,9,
2385,10,25944.0
2386,40,
2387,30,86478.0
2388,2,
2389,23,73362.0
2390,4,
2391,3,
2392,9,12756.0
2393,14,90482.0
2394,12,35550.0
2395,12,23076.0
2396,30,
2397,19,200000.0
2398,15,70264.0
2399,13,48456.0
2400,15,122350.0
2401,4,
2402,14,200000.0
2403,21,64859.0
2404,6,28622.0
2405,4,34956.0
2406,12,48472.0
2407,6,
2408,5,
2409,4,
2410,20,32424.0
2411,6,122000.0
2412,9,25131.0
2413,20,89000.0
2414,12,34591.0
2415,7,68750.0
2416,16,220000.0
2417,10,21408.0
2418,8,
2419,2,
2420,4,
2422,21,170000.0
2423,32,113100.0
2424,15,77556.0
2425,4,
2426,11,
2427,10,17304.0
2429,9,
2430,25,
2431,6,125000.0
2432,29,64630.0
2433,38,54049.0
2434,4,
2435,4,
2436,2,
2437,25,93067.0
2438,2,
2439,6,
2441,13,70264.0
2442,20,145000.0
2443,6,
2445,17,40000.0
2446,5,16752.0
2447,7,8724.0
2448,20,50824.0
2449,25,140527.0
2450,7,
2451,4,
2453,6,40212.0
2454,25,17033.0
2456,5,3348.0
2457,20,51888.0
2458,23,51888.0
2459,20,75631.0
2460,5,240000.0
2461,20,16284.0
2462,10,
2464,33,77556.0
2465,10,
2466,18,28500.0
2467,10,
2468,9,11724.0
2469,4,7958.0
2470,11,83951.0
2471,20,57708.0
2472,3,
2473,4,2424.0
2475,11,
2476,9,
2477,1,9075.0
2478,1,
2479,5,
2480,2,
2481,8,60000.0
2482,25,76000.0
2483,7,
2485,15,
2486,8,
2487,27,64859.0
2488,7,22620.0
2489,25,
2490,16,196950.0
2491,7,69000.0
2492,3,
2493,11,19176.0
2494,8,10368.0
2495,14,63778.0
2496,40,68507.0
2497,11,
2498,10,17452.0
2499,31,
2500,7,67561.0
2501,15,54276.0
2502,35,
2503,30,124089.0
2504,5,25131.0
2505,7,
2506,4,
2507,15,
2508,9,6981.0
2509,10,
2510,30,
2511,3,
2512,14,168037.0
2513,6,38448.0
2514,8,106000.0
2515,25,32429.0
2516,10,4188.0
2517,14,79896.0
2519,5,
2520,8,
2521,6,41363.0
2522,12,18000.0
2523,8,9852.0
2524,3,19452.0
2525,10,41363.0
2526,10,86478.0
2527,13,50000.0
2528,18,
2529,10,
2530,5,
2531,7,80000.0
2532,6,65000.0
2533,25,
2534,6,
2535,17,77832.0
2536,15,9600.0
2537,6,38916.0
2538,20,37752.0
2539,10,
2540,15,
2541,24,
2542,27,34591.0
2543,10,698004.0
2544,16,301840.0
2545,20,92964.0
2546,7,
2547,7,
2548,14,8726.0
2549,14,35856.0
2550,15,91883.0
2551,23,45564.0
2552,25,152473.0
2553,12,45401.0
2554,7,
2555,30,195744.0
2556,7,
2557,11,
2558,6,
2559,22,94359.0
2560,7,15000.0
2562,23,79413.0
2563,8,
2564,15,78156.0
2565,2,
2566,6,
2567,13,15084.0
2568,6,
2569,2,
2570,7,39996.0
2571,15,4800.0
2572,8,17937.0
2573,11,33000.0
2574,10,
2575,23,300000.0
2576,6,
2577,5,
2578,1,
2579,4,27144.0
2580,6,42804.0
2581,6,13010.0
2582,14,120000.0
2583,30,
2584,30,
2585,12,
2586,5,
2588,15,32424.0
2589,3,
2590,8,162000.0
2591,6,16754.0
2592,37,450000.0
2593,11,
2594,8,
2595,21,81807.0
2597,7,
2598,4,
2599,7,25944.0
2600,5,
2601,6,
2602,3,
2603,14,69036.0
2605,7,
2607,23,20760.0
2610,12,7679.0
2611,32,
2612,15,60505.0
2613,7,47184.0
2614,4,
2615,8,9216.0
2617,20,70264.0
2618,21,37992.0
2619,7,
2621,32,28248.0
2622,10,16956.0
2623,5,
2625,33,51704.0
2626,5,
2627,5,7068.0
2628,3,
2629,3,
2630,9,13128.0
2631,6,100000.0
2632,10,
2633,8,45401.0
2634,11,102000.0
2635,15,
2636,11,
2637,5,
2638,3,6300.0
2639,15,67452.0
2640,15,43239.0
2641,10,
2642,5,11724.0
2644,12,64859.0
2645,25,106731.0
2646,17,698.0
2647,10,50806.0
2648,22,74970.0
2649,13,10932.0
2650,6,
2651,11,77832.0
2652,10,8088.0
2653,5,
2654,5,
2655,4,
2656,37,139600.0
2657,26,250000.0
2658,10,68068.0
2659,6,
2660,8,8412.0
2661,13,45000.0
2662,39,160000.0
2663,6,
2664,20,
2665,1,
2666,15,25131.0
2667,14,43239.0
2668,7,68100.0
2669,12,11169.0
2670,12,25860.0
2671,9,115000.0
2672,5,
2673,4,
2674,20,
2675,13,37834.0
2676,4,
2677,10,108000.0
2678,15,54480.0
2679,9,
2680,8,14400.0
2681,6,
2684,6,100000.0
2685,10,54049.0
2686,16,54624.0
2687,3,
2688,7,129700.0
2689,10,100000.0
2690,8,47868.0
2691,6,
2692,7,9773.0
2693,12,54289.0
2694,5,
2697,12,
2700,5,
2701,37,
2702,10,78000.0
2703,6,
2704,18,180963.0
2705,4,
2706,35,
2707,11,9660.0
2708,4,5585.0
2709,5,
2710,17,93960.0
2711,40,49296.0
2712,4,5616.0
2713,15,105600.0
2714,4,
2715,40,
2716,10,54000.0
2718,3,
2719,5,59454.0
2720,20,400000.0
2721,25,95000.0
2722,9,
2723,18,180000.0
2724,8,
2725,19,
2726,20,36576.0
2727,10,9600.0
2728,20,59454.0
2729,4,15852.0
2730,12,26527.0
2731,10,43239.0
2732,20,
2733,18,83236.0
2734,22,
2735,3,
2736,7,190000.0
2737,14,22056.0
2738,10,389148.0
2739,38,
2740,10,40212.0
2741,7,36228.0
2742,2,1680.0
2743,15,21240.0
2744,14,200000.0
2745,30,250000.0
2746,13,15564.0
2747,25,853116.0
2748,10,
2749,6,125000.0
2750,6,
2751,15,34904.0
2753,15,125000.0
2754,36,304950.0
2755,14,27240.0
2756,25,75669.0
2757,7,25392.0
2758,13,150000.0
2759,28,91883.0
2761,5,114000.0
2762,11,41885.0
2763,6,
2764,2,
2765,9,63778.0
2766,13,90000.0
2767,38,
2768,6,
2769,1,
2770,3,
2771,17,49725.0
2772,11,43239.0
2773,6,24000.0
2774,5,105000.0
2775,33,82000.0
2776,8,
2777,12,37834.0
2778,2,
2779,10,160000.0
2780,8,
2781,3,
2782,14,41880.0
2783,2,
2784,11,
2785,20,63204.0
2786,6,
2787,26,51888.0
2788,18,120000.0
2789,10,
2790,5,
2791,9,
2792,10,36753.0
2793,7,
2795,16,
2796,6,1464.0
2797,3,
2798,4,40000.0
2800,3,
2801,4,
2802,6,
2803,4,
2804,6,2124.0
2806,11,
2807,35,103408.0
2808,13,
2810,35,40085.0
2811,7,
2812,12,2508.0
2813,18,66556.0
2814,7,
2815,14,41508.0
2816,32,97288.0
2817,18,620448.0
2818,5,84000.0
2819,2,
2820,8,18804.0
2821,12,36000.0
2822,4,
2823,10,
2824,30,105072.0
2825,3,
2826,15,79843.0
2827,18,144771.0
2829,3,
2830,5,
2831,8,
2832,9,42576.0
2833,6,620448.0
2834,20,54480.0
2835,8,50806.0
2836,7,
2837,4,
2838,6,
2839,18,115000.0
2840,3,
2841,4,7051.0
2842,3,
2844,45,135100.0
2845,36,98321.0
2846,22,103408.0
2848,8,
2849,5,
2850,8,
2851,15,60000.0
2852,4,
2853,25,86838.0
2854,21,
2855,20,140000.0
2856,10,41077.0
2857,15,140000.0
2858,8,
2859,6,
2860,19,700000.0
2861,6,18804.0
2862,1,
2863,4,
2864,1,
2865,23,55582.0
2866,8,
2867,4,
2868,21,
2869,37,110000.0
2870,10,48644.0
2871,9,38916.0
2872,30,216196.0
2873,8,90000.0
2874,2,
2875,16,54049.0
2876,7,30250.0
2877,14,27144.0
2878,32,86478.0
2879,5,
2880,5,
2881,7,
2882,7,
2883,10,86000.0
2884,14,
2885,20,27492.0
2886,9,
2887,9,22056.0
2889,6,
2890,8,4932.0
2891,14,25944.0
2892,7,25944.0
2894,13,43126.0
2895,6,50000.0
2897,16,129720.0
2898,20,32000.0
2899,6,33732.0
2900,16,
2901,14,
2903,35,124092.0
2904,15,
2905,3,
2907,7,
2908,23,65147.0
2909,10,65000.0
2910,9,
2911,22,86478.0
2912,10,
2913,2,
2914,25,
2915,9,13962.0
2916,10,75000.0
2917,21,111178.0
2918,36,
2919,12,
2920,40,150000.0
2921,13,37834.0
2923,11,20484.0
2924,20,39093.0
2925,15,33972.0
2926,26,129588.0
2927,6,
2928,10,20760.0
2929,12,41520.0
2930,1,
2931,2,
2932,2,42500.0
2933,38,74970.0
2934,9,
2935,15,31704.0
2936,23,160000.0
2937,18,75669.0
2938,30,
2939,6,
2940,6,
2942,25,67920.0
2943,14,29511.0
2944,12,104855.0
2945,6,
2946,14,
2947,18,111814.0
2948,24,48644.0
2949,8,32315.0
2950,17,135000.0
2951,8,37752.0
2952,15,35028.0
2953,4,43239.0
2954,4,20943.0
2955,20,45401.0
2956,11,7200.0
2957,13,58373.0
2958,2,
2959,10,7679.0
2960,2,1968.0
2961,28,72000.0
2962,16,106000.0
2963,10,480000.0
2964,4,
2965,15,76237.0
2966,11,85150.0
2967,50,64630.0
2968,10,
2969,13,175000.0
2970,13,81074.0
2971,17,57156.0
2972,6,56211.0
2973,10,50806.0
2975,18,
2976,23,
2977,5,
2978,6,32315.0
2979,42,125382.0
2981,3,24559.0
2983,3,
2984,3,31128.0
2985,24,
2986,5,
2987,10,1938888.0
2988,2,1680.0
2989,28,111000.0
2990,15,12216.0
2991,8,
2992,20,72936.0
2993,25,
2994,2,3600.0
2995,22,68752.0
2996,7,
2997,4,
2998,15,98000.0
2999,8,27096.0
3000,7,
3001,36,137500.0
3002,20,156742.0
3004,2,
3005,12,
3006,20,18156.0
3007,14,97288.0
3008,12,26340.0
3009,15,64630.0
3010,18,29184.0
3011,1,
3012,30,
3013,29,32988.0
3014,2,
3015,11,
3016,6,
3017,11,
3018,24,
3019,5,86000.0
3020,10,115000.0
3021,15,
3022,15,60000.0
3023,6,2016.0
3024,8,58350.0
3025,7,75000.0
3026,23,
3027,9,
3028,4,
3029,8,
3031,3,25824.0
3032,4,30372.0
3033,10,
3034,40,
3035,42,
3036,37,
3037,5,
3038,1,
3039,15,230000.0
3040,8,34591.0
3041,15,54050.0
3042,6,
3043,5,
3044,13,82155.0
3045,22,77832.0
3046,10,32429.0
3047,5,5028.0
3048,7,
3049,46,
3050,6,15804.0
3051,37,108098.0
3053,10,51704.0
3054,2,
3055,13,
3056,5,
3057,22,
3058,20,109781.0
3059,6,
3060,10,
3061,20,83194.0
3062,13,
3063,7,59454.0
3064,11,
3065,8,46482.0
3066,34,
3067,12,
3068,15,80000.0
3069,11,
3070,20,116000.0
3071,8,
3072,14,
3073,18,425000.0
3074,9,
3075,8,60505.0
3076,8,780000.0
3077,38,581664.0
3078,6,
3079,4,
3080,25,
3081,8,
3082,30,94550.0
3083,30,100000.0
3084,5,5220.0
3085,5,
3086,5,
3087,4,
3088,3,
3089,17,66168.0
3090,7,
3091,7,54049.0
3092,7,
3093,19,51704.0
3094,32,
3095,6,
3096,12,106000.0
3097,1,
3098,6,
3099,15,38915.0
3100,25,72000.0
3101,23,59930.0
3102,7,
3103,2,
3106,5,12972.0
3107,41,
3108,10,50000.0
3109,6,
3110,2,
3111,22,185000.0
3112,2,
3113,2,
3114,16,
3115,11,36000.0
3116,7,
3117,10,115000.0
3118,9,43239.0
3119,19,85000.0
3120,2,2000.0
3121,15,51960.0
3122,6,93000.0
3123,10,
3124,30,120000.0
3125,4,
3126,2,
3128,5,
3129,8,
3130,7,
3131,20,129718.0
3132,19,75669.0
3133,3,
3134,20,
3135,4,
3136,8,31128.0
3137,5,
3138,39,
3139,7,
3140,8,60000.0
3141,15,80928.0
3142,18,120000.0
3143,5,
3144,9,144000.0
3145,9,18480.0
3146,33,68748.0
3147,20,39900.0
3148,5,
3149,1,
3150,20,
3151,10,98000.0
3152,27,
3153,30,
3154,16,98616.0
3156,2,
3158,20,
3159,10,
3160,17,
3161,22,25500.0
3162,1,
3163,4,
3164,4,27923.0
3166,1,
3167,6,
3169,14,30716.0
3170,8,
3171,11,170622.0
3172,10,3372.0
3173,15,148000.0
3174,40,
3175,4,
3176,10,140000.0
3177,43,
3178,25,54480.0
3179,15,36444.0
3180,6,102000.0
3181,17,36753.0
3182,18,122796.0
3183,12,
3184,18,58296.0
3185,16,165000.0
3186,25,55224.0
3189,12,32424.0
3190,3,
3191,7,100000.0
3192,43,
3193,34,119946.0
3194,9,44622.0
3195,3,
3196,15,80936.0
3197,7,
3198,8,5700.0
3199,8,32429.0
3200,4,
3201,4,
3202,25,210000.0
3203,3,3348.0
3204,8,64440.0
3205,4,9600.0
3206,5,32424.0
3207,6,
3208,25,
3209,37,142185.0
3210,20,228000.0
3211,9,
3212,18,145400.0
3213,10,47184.0
3214,16,
3215,9,38778.0
3216,20,37752.0
3217,4,560376.0
3218,3,
3220,6,86976.0
3221,23,46728.0
3222,15,60505.0
3223,10,
3224,16,24000.0
3225,12,64859.0
3227,21,35736.0
3228,35,148000.0
3229,8,45564.0
3231,11,160000.0
3233,15,
3234,4,
3235,37,96945.0
3237,17,35232.0
3238,6,54049.0
3239,7,7752.0
3240,5,9864.0
3241,7,
3242,3,
3243,5,
3244,8,36193.0
3245,9,87552.0
3246,20,140500.0
3247,8,
3249,6,
3250,10,10884.0
3251,21,91711.0
3252,19,185000.0
3253,8,3684.0
3254,5,
3255,7,
3256,4,130000.0
3258,7,117000.0
3259,10,11364.0
3260,6,10236.0
3261,6,
3262,5,
3263,8,
3264,12,
3265,18,275000.0
3266,6,5028.0
3267,24,20943.0
3268,47,
3269,12,28590.0
3270,7,
3271,12,105000.0
3272,19,42432.0
3273,7,4800.0
3274,31,
3275,6,
3276,1,
3277,12,86976.0
3279,32,40212.0
3280,5,
3281,13,
3282,1,3888.0
3283,21,243950.0
3284,10,72000.0
3285,10,22776.0
3286,20,75669.0
3287,29,177885.0
3288,8,
3289,5,40000.0
3290,5,
3291,43,
3292,2,
3293,10,
3294,18,52942.0
3295,7,
3296,10,64859.0
3297,4,
3298,3,2964.0
3299,20,53832.0
3300,12,4188.0
3301,7,580896.0
3302,3,13668.0
3303,16,
3304,30,
3305,15,33732.0
3306,9,
3307,4,
3308,40,215000.0
3309,10,36193.0
3311,2,
3312,5,
3314,15,4550000.0
3315,7,
3316,6,80000.0
3319,3,4608.0
3320,4,
3321,4,
3322,11,170000.0
3323,4,
3324,5,28500.0
3325,10,170000.0
3326,10,
3327,18,151263.0
3328,7,7956.0
3329,8,
3330,25,109871.0
3331,34,64630.0
3332,12,15864.0
3333,17,
3334,11,75000.0
3335,22,119000.0
3336,8,80000.0
3337,8,15192.0
3338,6,
3339,5,
3340,5,59454.0
3341,9,
3342,20,240000.0
3343,8,
3345,10,
3346,6,77556.0
3347,8,82000.0
3348,5,
3349,26,121600.0
3350,5,
3351,5,35676.0
3352,5,24000.0
3353,23,195000.0
3354,18,
3355,3,100000.0
3356,6,
3357,7,41508.0
3358,16,16488.0
3359,12,936000.0
3360,41,33156.0
3361,10,32424.0
3362,6,
3363,6,6828.0
3364,41,165000.0
3365,15,57732.0
3366,5,
3367,25,70264.0
3368,9,
3369,19,150000.0
3370,3,
3371,15,92916.0
3372,9,
3373,10,41064.0
3374,19,20943.0
3375,14,
3376,5,
3377,11,35672.0
3378,3,
3379,3,35508.0
3380,5,5000.0
3381,31,94368.0
3382,6,38916.0
3383,3,
3384,4,4236.0
3385,10,104000.0
3386,5,
3387,8,
3388,18,130000.0
3389,11,14124.0
3390,3,
3392,10,22692.0
3393,40,
3394,20,60324.0
3395,1,
3396,37,
3397,3,
3398,13,68068.0
3399,14,57732.0
3400,8,
3401,3,
3402,13,109000.0
3403,15,16860.0
3404,5,
3405,7,
3406,3,
3407,3,
3408,5,
3409,7,19392.0
3410,25,160000.0
3411,11,
3412,6,70000.0
3413,2,
3414,27,540000.0
3416,14,
3417,40,300000.0
3418,20,73644.0
3419,4,13962.0
3420,5,
3421,32,150000.0
3422,11,
3423,12,
3424,8,44952.0
3426,2,
3427,30,
3428,6,
3429,14,54480.0
3430,2,
3431,13,55847.0
3432,8,
3433,25,
3434,3,
3435,20,84000.0
3436,10,84329.0
3437,6,
3438,8,
3439,18,80928.0
3440,6,43239.0
3441,12,389148.0
3442,8,
3444,26,65556.0
3445,1,
3446,27,
3447,8,26364.0
3448,21,
3449,7,51429.0
3450,4,
3451,14,48000.0
3452,25,
3454,15,55130.0
3455,12,
3457,4,
3458,12,75000.0
3459,7,12901.0
3460,10,18156.0
3461,40,80000.0
3462,8,18150.0
3463,11,
3464,6,28538.0
3465,8,42009.0
3466,6,
3468,11,415092.0
3469,40,75000.0
3470,5,
3471,7,
3472,12,
3473,14,51887.0
3475,3,576.0
3476,22,105000.0
3477,8,
3478,10,200000.0
3479,7,51704.0
3481,1,
3482,10,72426.0
3483,5,
3484,6,48644.0
3485,10,
3486,1,
3487,16,151263.0
3488,3,
3489,6,
3490,42,
3491,4,
3493,4,6600.0
3494,25,225000.0
3495,6,
3497,12,90482.0
3498,5,6696.0
3500,12,
3502,9,105000.0
3503,1,1512.0
3504,15,105000.0
3505,32,44784.0
3506,10,5976.0
3507,7,38844.0
3508,7,25644.0
3509,14,81074.0
3510,6,9624.0
3511,18,106000.0
3512,1,
3513,7,7092.0
3514,10,
3515,2,
3516,21,225000.0
3517,33,
3518,7,
3519,6,
3520,6,
3521,8,5028.0
3522,18,70337.0
3523,5,
3524,20,1232316.0
3525,2,
3526,9,63530.0
3527,38,
3528,10,11724.0
3529,36,
3530,25,
3531,10,
3532,3,6036.0
3533,1,11169.0
3534,4,56723.0
3535,2,
3537,15,
3538,5,10104.0
3539,22,
3540,17,113100.0
3541,2,
3542,22,1102596.0
3543,4,
3544,13,
3545,8,43239.0
3546,14,120000.0
3547,7,
3548,15,81074.0
3549,9,75669.0
3550,9,
3551,3,
3552,2,
3555,2,1680.0
3556,3,
3557,15,120000.0
3559,15,34356.0
3560,12,19932.0
3561,39,
3562,23,170000.0
3563,7,60984.0
3564,5,82000.0
3565,29,
3566,10,55847.0
3567,11,44172.0
3568,10,
3570,9,39456.0
3571,2,
3572,14,77832.0
3573,6,180000.0
3574,2,
3575,43,
3576,3,
3577,3,13962.0
3578,5,100000.0
3579,9,41077.0
3581,12,115000.0
3582,18,81074.0
3583,30,1081000.0
3584,4,
3585,8,
3586,3,
3587,20,
3588,13,45401.0
3589,17,9600.0
3590,4,
3591,22,77556.0
3592,6,
3593,2,
3594,15,55224.0
3595,15,46020.0
3596,15,43239.0
3598,10,81319.0
3599,5,9864.0
3600,10,122580.0
3601,14,75631.0
3602,5,
3603,10,151337.0
3604,20,
3606,9,4200.0
3607,10,103000.0
3608,2,
3609,15,55000.0
3610,32,48094.0
3611,4,
3612,19,
3613,7,
3614,6,29028.0
3615,2,
3616,6,72000.0
3617,17,
3618,10,85000.0
3619,31,122580.0
3620,4,
3621,6,
3622,9,
3624,7,
3625,27,100000.0
3626,10,32450.0
3627,7,150000.0
3628,10,93264.0
3629,5,41568.0
3630,13,
3631,3,
3632,17,68642.0
3633,5,3500.0
3634,5,
3635,12,24863.0
3636,8,
3638,8,
3639,10,4656.0
3640,16,1172784.0
3641,15,180000.0
3642,16,43239.0
3644,4,22392.0
3645,7,115000.0
3646,10,32112.0
3647,15,110256.0
3648,8,64859.0
3649,20,
3650,6,26520.0
3651,5,
3652,4,
3654,11,11588.0
3655,32,79000.0
3656,10,
3657,8,28901.0
3658,6,
3659,24,24648.0
3661,1,
3662,9,27923.0
3663,11,69183.0
3664,34,92964.0
3665,3,6876.0
3666,20,116748.0
3667,10,54049.0
3668,13,12600.0
3669,8,
3670,5,
3671,4,
3673,20,59454.0
3674,12,
3675,15,240000.0
3676,4,
3677,14,100000.0
3678,18,44184.0
3679,8,
3680,27,56211.0
3681,29,
3683,5,
3684,19,140000.0
3685,2,
3686,12,4188.0
3687,8,
3688,5,
